,CameraID,ImageLink,Time,Longitude,LinkID,Latitude
0,1001,https://drive.google.com/uc?id=18vEoeRvRoARgHqI1-zcN97qGyFsLXtfA&export=download,2024-04-15T17:17:10.285329,103.871146,103100099,1.29531332
1,1002,https://drive.google.com/uc?id=1XA90KwPFIovWxEmu2GTVVA3fud57k137&export=download,2024-04-15T17:17:10.285329,103.8785627,107002704,1.319541067
2,1003,https://drive.google.com/uc?id=1VZXaZMKMI19PSZXXxesyg-IgJXNS0rUW&export=download,2024-04-15T17:17:10.285329,103.8728576,107002716,1.323957439
3,1004,https://drive.google.com/uc?id=1wIZxy9_tih96wqD0r7J7xLQwuNXcdFq8&export=download,2024-04-15T17:17:10.285329,103.8750668,107002880,1.319535712
4,1005,https://drive.google.com/uc?id=1qvjxbJvvJil76uJ9QNVRLye4ldwQaBmz&export=download,2024-04-15T17:17:10.285329,103.905394,103109470,1.363519886
5,1006,https://drive.google.com/uc?id=1D03gkdEdRp_BeW8DLDeuN-a7dM675MQD&export=download,2024-04-15T17:17:10.285329,103.902042,108002954,1.357098686
6,1111,https://drive.google.com/uc?id=1e9lJVhyWgafoOvo9uRxlf7JljWsV8jDp&export=download,2024-04-15T17:17:10.285329,103.953997,103103046,1.365434
7,1112,https://drive.google.com/uc?id=1W4VWCOSIt7llDAtGs_iW1mF1Jv51uTDE&export=download,2024-04-15T17:17:10.285329,103.961412,103090563,1.3605
8,1113,https://drive.google.com/uc?id=17seeHcjP4u0br7g3dSOq8AanXRfStCpV&export=download,2024-04-15T17:17:10.285329,103.988598,117000115,1.317036
9,1501,https://drive.google.com/uc?id=1Wvkp3cmMFBXncbifgxNk4h3g9jlGmYcU&export=download,2024-04-15T17:17:10.285329,103.851316802547,113000212,1.27414394350065
10,1502,https://drive.google.com/uc?id=19uHO9mQKvjtPIdfziHYeqh_F8MZpDO35&export=download,2024-04-15T17:17:10.285329,103.861828440597,113000292,1.27135090682664
11,1503,https://drive.google.com/uc?id=1x20pgGRN2ZBM1qN1kurlcqx1Pv_rzxXq&export=download,2024-04-15T17:17:10.285329,103.856977943394,113000228,1.27066408655104
12,1504,https://drive.google.com/uc?id=14UtmGrFdpULCCp1DSXB3NASCFoO3zIuC&export=download,2024-04-15T17:17:10.285329,103.876056196568,113000192,1.29409891409364
13,1505,https://drive.google.com/uc?id=1DEsnfXbpWi-qA9zjNRrRebEit2dtnpwO&export=download,2024-04-15T17:17:10.285329,103.866390381759,113000260,1.2752977149006
14,1701,https://drive.google.com/uc?id=13JOpHeNmk7nl7LRzwX3a3E0Gk2QvDRYl&export=download,2024-04-15T17:17:10.285329,103.8587802,103038464,1.323604823
15,1702,https://drive.google.com/uc?id=1Qv_070s_Hry77oE-Yrtvb2U8sGjQnzaW&export=download,2024-04-15T17:17:10.285329,103.8601984,107001710,1.34355015
16,1703,https://drive.google.com/uc?id=1wGgZHGJR-fPC6jKXwi3z_HSF8grjtcE6&export=download,2024-04-15T17:17:10.285329,103.862203282048,104005996,1.32814722194857
17,1704,https://drive.google.com/uc?id=1KaYmpyYucug99ZWq67clX1Qoa2Xg2XDT&export=download,2024-04-15T17:17:10.285329,103.837524510188,116000976,1.28569398886979
18,1705,https://drive.google.com/uc?id=1xF6Di6sSMeyuKe2qJPGyocS3v_nSUi05&export=download,2024-04-15T17:17:10.285329,103.8587986,103104150,1.375925022
19,1706,https://drive.google.com/uc?id=1G3w7-tIXPMkf2PxUjn119dxGVfalylfU&export=download,2024-04-15T17:17:10.285329,103.85806,103115294,1.38861
20,1707,https://drive.google.com/uc?id=1FSqdn0a0dN2e3dXJ2V1TGFNFrOB751NU&export=download,2024-04-15T17:17:10.285329,103.830451146503,103103407,1.28036584335876
21,1709,https://drive.google.com/uc?id=1IZADYCss7HLHnSpFlpxqgTZN73l6o8W6&export=download,2024-04-15T17:17:10.285329,103.845603032574,103086262,1.31384231654635
22,1711,https://drive.google.com/uc?id=1ZG6VXBCOU-n0zVxs0xj-opvJEYx6c9ev&export=download,2024-04-15T17:17:10.285329,103.85719,103067096,1.35296
